Date,SPYSIM,QQQSIM,XLBSIM,XLCSIM,XLESIM,XLFSIM,XLISIM,XLKSIM,XLPSIM,ZVOLSIM,XLUSIM,XLVSIM,XLYSIM,KMLMSIM,GLDSIM,SLVSIM,SVIXSIM,TLTSIM,ZROZSIM,VXUSSIM,VTISIM,DBMFSIM,VIXSIM,GSGSIM,IEFSIM,IEISIM,SHYSIM,CASHX,CAOSSIM,FNGUSIM,MCISIM,GDESIM,BTCSIM,ETHSIM,VOOSIM,OEFSIM,MDYSIM,IJRSIM,IWMSIM,VEASIM,VWOSIM,VSSSIM,EFVSIM,VTSIM,VTVSIM,VUGSIM,VOSIM,VOESIM,VOTSIM,VBSIM,VBRSIM,VBKSIM,IWCSIM,TIPSIM,BNDSIM,REITSIM,INFLATION,RSSBSIM,UVIXSIM1,UVIXSIM2,VIXMSIM,VXZSIM,USMVSIM,MTUMSIM,EFASIM,VCITSIM,STIPSIM,LTPZSIM,NTSDSIM,UUPSIM
1918-01-03,79625.93,,,,,,,,,,,,,,,,,,,,,,,,,,,23516.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16646.46,,,,,,,,,,,,,
1918-01-04,79469.55,,,,,,,,,,,,,,,,,,,,,,,,,,,23519.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16658.19,,,,,,,,,,,,,
1918-01-07,78550.33,,,,,,,,,,,,,,,,,,,,,,,,,,,23523.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16693.39,,,,,,,,,,,,,
1918-01-08,78566.85,,,,,,,,,,,,,,,,,,,,,,,,,,,23526.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16705.13,,,,,,,,,,,,,
1918-01-09,79310.61,,,,,,,,,,,,,,,,,,,,,,,,,,,23529.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16716.86,,,,,,,,,,,,,
1918-01-10,79586.49,,,,,,,,,,,,,,,,,,,,,,,,,,,23533.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16728.6,,,,,,,,,,,,,
1918-01-11,78646.94,,,,,,,,,,,,,,,,,,,,,,,,,,,23536.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16740.33,,,,,,,,,,,,,
1918-01-14,77158.17,,,,,,,,,,,,,,,,,,,,,,,,,,,23539.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16775.53,,,,,,,,,,,,,
1918-01-15,76986.54,,,,,,,,,,,,,,,,,,,,,,,,,,,23543.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16787.26,,,,,,,,,,,,,
1918-01-16,77882.85,,,,,,,,,,,,,,,,,,,,,,,,,,,23546.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16799.0,,,,,,,,,,,,,
1918-01-17,77950.23,,,,,,,,,,,,,,,,,,,,,,,,,,,23549.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16810.73,,,,,,,,,,,,,
1918-01-18,78017.61,,,,,,,,,,,,,,,,,,,,,,,,,,,23553.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16822.47,,,,,,,,,,,,,
1918-01-21,78954.59,,,,,,,,,,,,,,,,,,,,,,,,,,,23556.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16857.67,,,,,,,,,,,,,
1918-01-22,78676.16,,,,,,,,,,,,,,,,,,,,,,,,,,,23559.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16869.4,,,,,,,,,,,,,
1918-01-23,78402.82,,,,,,,,,,,,,,,,,,,,,,,,,,,23563.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16881.14,,,,,,,,,,,,,
1918-01-24,78719.38,,,,,,,,,,,,,,,,,,,,,,,,,,,23566.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16892.87,,,,,,,,,,,,,
1918-01-25,79534.3,,,,,,,,,,,,,,,,,,,,,,,,,,,23569.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16904.6,,,,,,,,,,,,,
1918-01-29,80364.46,,,,,,,,,,,,,,,,,,,,,,,,,,,23573.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16951.54,,,,,,,,,,,,,
1918-01-30,80177.56,,,,,,,,,,,,,,,,,,,,,,,,,,,23576.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16963.27,,,,,,,,,,,,,
1918-01-31,82487.53,,,,,,,,,,,,,,,,,,,,,,,,,,,23579.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16975.01,,,,,,,,,,,,,
1918-02-01,82193.84,,,,,,,,,,,,,,,,,,,,,,,,,,,23583.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16979.34,,,,,,,,,,,,,
1918-02-05,82052.71,,,,,,,,,,,,,,,,,,,,,,,,,,,23586.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16996.66,,,,,,,,,,,,,
1918-02-06,81591.21,,,,,,,,,,,,,,,,,,,,,,,,,,,23589.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.99,,,,,,,,,,,,,
1918-02-07,80702.56,,,,,,,,,,,,,,,,,,,,,,,,,,,23593.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17005.32,,,,,,,,,,,,,
1918-02-08,81069.94,,,,,,,,,,,,,,,,,,,,,,,,,,,23596.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17009.65,,,,,,,,,,,,,
1918-02-13,81101.71,,,,,,,,,,,,,,,,,,,,,,,,,,,23599.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17031.3,,,,,,,,,,,,,
1918-02-14,81530.13,,,,,,,,,,,,,,,,,,,,,,,,,,,23603.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17035.63,,,,,,,,,,,,,
1918-02-15,82695.87,,,,,,,,,,,,,,,,,,,,,,,,,,,23606.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17039.96,,,,,,,,,,,,,
1918-02-18,83800.59,,,,,,,,,,,,,,,,,,,,,,,,,,,23609.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052.95,,,,,,,,,,,,,
1918-02-19,84056.1,,,,,,,,,,,,,,,,,,,,,,,,,,,23613.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17057.28,,,,,,,,,,,,,
1918-02-20,83508.16,,,,,,,,,,,,,,,,,,,,,,,,,,,23616.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17061.61,,,,,,,,,,,,,
1918-02-21,82909.38,,,,,,,,,,,,,,,,,,,,,,,,,,,23619.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17065.94,,,,,,,,,,,,,
1918-02-25,82107.19,,,,,,,,,,,,,,,,,,,,,,,,,,,23623.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17083.27,,,,,,,,,,,,,
1918-02-26,83252.57,,,,,,,,,,,,,,,,,,,,,,,,,,,23626.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17087.6,,,,,,,,,,,,,
1918-02-27,83294.5,,,,,,,,,,,,,,,,,,,,,,,,,,,23629.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17091.93,,,,,,,,,,,,,
1918-02-28,83265.24,,,,,,,,,,,,,,,,,,,,,,,,,,,23633.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17096.26,,,,,,,,,,,,,
1918-03-01,82991.9,,,,,,,,,,,,,,,,,,,,,,,,,,,23636.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17092.35,,,,,,,,,,,,,
1918-03-04,82108.38,,,,,,,,,,,,,,,,,,,,,,,,,,,23639.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17080.61,,,,,,,,,,,,,
1918-03-05,82419.82,,,,,,,,,,,,,,,,,,,,,,,,,,,23643.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17076.7,,,,,,,,,,,,,
1918-03-06,82497.35,,,,,,,,,,,,,,,,,,,,,,,,,,,23646.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17072.79,,,,,,,,,,,,,
1918-03-07,82696.91,,,,,,,,,,,,,,,,,,,,,,,,,,,23649.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17068.88,,,,,,,,,,,,,
1918-03-08,83618.52,,,,,,,,,,,,,,,,,,,,,,,,,,,23653.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17064.97,,,,,,,,,,,,,
1918-03-11,83868.92,,,,,,,,,,,,,,,,,,,,,,,,,,,23656.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17053.23,,,,,,,,,,,,,
1918-03-12,83000.67,,,,,,,,,,,,,,,,,,,,,,,,,,,23659.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17049.32,,,,,,,,,,,,,
1918-03-13,82956.17,,,,,,,,,,,,,,,,,,,,,,,,,,,23663.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17045.41,,,,,,,,,,,,,
1918-03-14,83689.63,,,,,,,,,,,,,,,,,,,,,,,,,,,23666.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17041.5,,,,,,,,,,,,,
1918-03-15,83346.38,,,,,,,,,,,,,,,,,,,,,,,,,,,23669.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037.59,,,,,,,,,,,,,
1918-03-18,82358.65,,,,,,,,,,,,,,,,,,,,,,,,,,,23673.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17025.85,,,,,,,,,,,,,
1918-03-19,82467.59,,,,,,,,,,,,,,,,,,,,,,,,,,,23676.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17021.94,,,,,,,,,,,,,
1918-03-20,82514.45,,,,,,,,,,,,,,,,,,,,,,,,,,,23679.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17018.03,,,,,,,,,,,,,
1918-03-21,82985.49,,,,,,,,,,,,,,,,,,,,,,,,,,,23683.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17014.12,,,,,,,,,,,,,
1918-03-22,82049.51,,,,,,,,,,,,,,,,,,,,,,,,,,,23686.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17010.21,,,,,,,,,,,,,
1918-03-25,80622.11,,,,,,,,,,,,,,,,,,,,,,,,,,,23689.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16998.47,,,,,,,,,,,,,
1918-03-26,80798.3,,,,,,,,,,,,,,,,,,,,,,,,,,,23693.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16994.56,,,,,,,,,,,,,
1918-03-27,81145.19,,,,,,,,,,,,,,,,,,,,,,,,,,,23696.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16990.65,,,,,,,,,,,,,
1918-03-28,80954.12,,,,,,,,,,,,,,,,,,,,,,,,,,,23699.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16986.74,,,,,,,,,,,,,
1918-04-01,81611.37,,,,,,,,,,,,,,,,,,,,,,,,,,,23703.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16983.09,,,,,,,,,,,,,
1918-04-02,81042.68,,,,,,,,,,,,,,,,,,,,,,,,,,,23706.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16991.17,,,,,,,,,,,,,
1918-04-03,81301.63,,,,,,,,,,,,,,,,,,,,,,,,,,,23709.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16999.26,,,,,,,,,,,,,
1918-04-04,81607.13,,,,,,,,,,,,,,,,,,,,,,,,,,,23713.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17007.34,,,,,,,,,,,,,
1918-04-05,81271.22,,,,,,,,,,,,,,,,,,,,,,,,,,,23716.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17015.42,,,,,,,,,,,,,
1918-04-08,81643.96,,,,,,,,,,,,,,,,,,,,,,,,,,,23720.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17039.67,,,,,,,,,,,,,
1918-04-09,81349.43,,,,,,,,,,,,,,,,,,,,,,,,,,,23723.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17047.76,,,,,,,,,,,,,
1918-04-10,80925.59,,,,,,,,,,,,,,,,,,,,,,,,,,,23726.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17055.84,,,,,,,,,,,,,
1918-04-11,79824.13,,,,,,,,,,,,,,,,,,,,,,,,,,,23730.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17063.92,,,,,,,,,,,,,
1918-04-12,80424.47,,,,,,,,,,,,,,,,,,,,,,,,,,,23733.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17072.01,,,,,,,,,,,,,
1918-04-15,81459.29,,,,,,,,,,,,,,,,,,,,,,,,,,,23736.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17096.26,,,,,,,,,,,,,
1918-04-16,81237.19,,,,,,,,,,,,,,,,,,,,,,,,,,,23740.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17104.34,,,,,,,,,,,,,
1918-04-17,80896.11,,,,,,,,,,,,,,,,,,,,,,,,,,,23743.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17112.42,,,,,,,,,,,,,
1918-04-18,81899.89,,,,,,,,,,,,,,,,,,,,,,,,,,,23746.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17120.51,,,,,,,,,,,,,
1918-04-19,82226.07,,,,,,,,,,,,,,,,,,,,,,,,,,,23750.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17128.59,,,,,,,,,,,,,
1918-04-22,82759.15,,,,,,,,,,,,,,,,,,,,,,,,,,,23753.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17152.84,,,,,,,,,,,,,
1918-04-23,82149.1,,,,,,,,,,,,,,,,,,,,,,,,,,,23756.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17160.92,,,,,,,,,,,,,
1918-04-24,81921.82,,,,,,,,,,,,,,,,,,,,,,,,,,,23760.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17169.01,,,,,,,,,,,,,
1918-04-25,81735.92,,,,,,,,,,,,,,,,,,,,,,,,,,,23763.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17177.09,,,,,,,,,,,,,
1918-04-26,81968.99,,,,,,,,,,,,,,,,,,,,,,,,,,,23766.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17185.17,,,,,,,,,,,,,
1918-04-29,81653.78,,,,,,,,,,,,,,,,,,,,,,,,,,,23770.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17209.42,,,,,,,,,,,,,
1918-04-30,81447.2,,,,,,,,,,,,,,,,,,,,,,,,,,,23773.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17217.51,,,,,,,,,,,,,
1918-05-01,82094.05,,,,,,,,,,,,,,,,,,,,,,,,,,,23776.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17229.24,,,,,,,,,,,,,
1918-05-02,82761.59,,,,,,,,,,,,,,,,,,,,,,,,,,,23780.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17240.97,,,,,,,,,,,,,
1918-05-03,82508.46,,,,,,,,,,,,,,,,,,,,,,,,,,,23783.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17252.71,,,,,,,,,,,,,
1918-05-06,83227.71,,,,,,,,,,,,,,,,,,,,,,,,,,,23786.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17287.91,,,,,,,,,,,,,
1918-05-07,84112.47,,,,,,,,,,,,,,,,,,,,,,,,,,,23790.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17299.64,,,,,,,,,,,,,
1918-05-08,84645.51,,,,,,,,,,,,,,,,,,,,,,,,,,,23793.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17311.38,,,,,,,,,,,,,
1918-05-09,85504.4,,,,,,,,,,,,,,,,,,,,,,,,,,,23796.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17323.11,,,,,,,,,,,,,
1918-05-10,85473.66,,,,,,,,,,,,,,,,,,,,,,,,,,,23800.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17334.85,,,,,,,,,,,,,
1918-05-13,86146.34,,,,,,,,,,,,,,,,,,,,,,,,,,,23803.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17370.05,,,,,,,,,,,,,
1918-05-14,86881.08,,,,,,,,,,,,,,,,,,,,,,,,,,,23807.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17381.78,,,,,,,,,,,,,
1918-05-15,88008.9,,,,,,,,,,,,,,,,,,,,,,,,,,,23810.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17393.52,,,,,,,,,,,,,
1918-05-16,87988.49,,,,,,,,,,,,,,,,,,,,,,,,,,,23813.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17405.25,,,,,,,,,,,,,
1918-05-17,87673.28,,,,,,,,,,,,,,,,,,,,,,,,,,,23817.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17416.98,,,,,,,,,,,,,
1918-05-20,86846.04,,,,,,,,,,,,,,,,,,,,,,,,,,,23820.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17452.18,,,,,,,,,,,,,
1918-05-21,87285.96,,,,,,,,,,,,,,,,,,,,,,,,,,,23823.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17463.92,,,,,,,,,,,,,
1918-05-22,86500.1,,,,,,,,,,,,,,,,,,,,,,,,,,,23827.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17475.65,,,,,,,,,,,,,
1918-05-23,86215.92,,,,,,,,,,,,,,,,,,,,,,,,,,,23830.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17487.39,,,,,,,,,,,,,
1918-05-24,85854.17,,,,,,,,,,,,,,,,,,,,,,,,,,,23833.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17499.12,,,,,,,,,,,,,
1918-05-27,84292.53,,,,,,,,,,,,,,,,,,,,,,,,,,,23837.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17534.32,,,,,,,,,,,,,
1918-05-28,84556.6,,,,,,,,,,,,,,,,,,,,,,,,,,,23840.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17546.06,,,,,,,,,,,,,
1918-05-29,84862.04,,,,,,,,,,,,,,,,,,,,,,,,,,,23843.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17557.79,,,,,,,,,,,,,
1918-05-31,84376.18,,,,,,,,,,,,,,,,,,,,,,,,,,,23847.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17581.26,,,,,,,,,,,,,
1918-06-03,84319.59,,,,,,,,,,,,,,,,,,,,,,,,,,,23850.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17605.51,,,,,,,,,,,,,
1918-06-04,85488.74,,,,,,,,,,,,,,,,,,,,,,,,,,,23853.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17613.59,,,,,,,,,,,,,
1918-06-05,85297.67,,,,,,,,,,,,,,,,,,,,,,,,,,,23857.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17621.67,,,,,,,,,,,,,
1918-06-06,84935.94,,,,,,,,,,,,,,,,,,,,,,,,,,,23860.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17629.76,,,,,,,,,,,,,
1918-06-07,84496.63,,,,,,,,,,,,,,,,,,,,,,,,,,,23863.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17637.84,,,,,,,,,,,,,
1918-06-10,84760.69,,,,,,,,,,,,,,,,,,,,,,,,,,,23867.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17662.09,,,,,,,,,,,,,
1918-06-11,84843.73,,,,,,,,,,,,,,,,,,,,,,,,,,,23870.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17670.17,,,,,,,,,,,,,
1918-06-12,85449.13,,,,,,,,,,,,,,,,,,,,,,,,,,,23874.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17678.26,,,,,,,,,,,,,
1918-06-13,86013.14,,,,,,,,,,,,,,,,,,,,,,,,,,,23877.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17686.34,,,,,,,,,,,,,
1918-06-14,86096.19,,,,,,,,,,,,,,,,,,,,,,,,,,,23880.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17694.42,,,,,,,,,,,,,
1918-06-17,86106.82,,,,,,,,,,,,,,,,,,,,,,,,,,,23884.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17718.67,,,,,,,,,,,,,
1918-06-18,86350.18,,,,,,,,,,,,,,,,,,,,,,,,,,,23887.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17726.76,,,,,,,,,,,,,
1918-06-19,86319.44,,,,,,,,,,,,,,,,,,,,,,,,,,,23890.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17734.84,,,,,,,,,,,,,
1918-06-20,86929.99,,,,,,,,,,,,,,,,,,,,,,,,,,,23894.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17742.92,,,,,,,,,,,,,
1918-06-21,86722.48,,,,,,,,,,,,,,,,,,,,,,,,,,,23897.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17751.01,,,,,,,,,,,,,
1918-06-24,87287.67,,,,,,,,,,,,,,,,,,,,,,,,,,,23900.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17775.26,,,,,,,,,,,,,
1918-06-25,87226.99,,,,,,,,,,,,,,,,,,,,,,,,,,,23904.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17783.34,,,,,,,,,,,,,
1918-06-26,87750.1,,,,,,,,,,,,,,,,,,,,,,,,,,,23907.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17791.42,,,,,,,,,,,,,
1918-06-27,87479.04,,,,,,,,,,,,,,,,,,,,,,,,,,,23910.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17799.51,,,,,,,,,,,,,
1918-06-28,87307.92,,,,,,,,,,,,,,,,,,,,,,,,,,,23914.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17807.59,,,,,,,,,,,,,
1918-07-01,86647.67,,,,,,,,,,,,,,,,,,,,,,,,,,,23917.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17839.4,,,,,,,,,,,,,
1918-07-02,86707.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23921.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17855.05,,,,,,,,,,,,,
1918-07-03,87094.32,,,,,,,,,,,,,,,,,,,,,,,,,,,23924.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17870.69,,,,,,,,,,,,,
1918-07-05,87580.6,,,,,,,,,,,,,,,,,,,,,,,,,,,23927.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17901.98,,,,,,,,,,,,,
1918-07-08,87241.18,,,,,,,,,,,,,,,,,,,,,,,,,,,23931.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17948.92,,,,,,,,,,,,,
1918-07-09,87601.24,,,,,,,,,,,,,,,,,,,,,,,,,,,23934.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17964.56,,,,,,,,,,,,,
1918-07-10,87272.34,,,,,,,,,,,,,,,,,,,,,,,,,,,23937.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17980.21,,,,,,,,,,,,,
1918-07-11,86480.64,,,,,,,,,,,,,,,,,,,,,,,,,,,23941.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17995.85,,,,,,,,,,,,,
1918-07-12,86572.48,,,,,,,,,,,,,,,,,,,,,,,,,,,23944.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18011.5,,,,,,,,,,,,,
1918-07-15,85959.58,,,,,,,,,,,,,,,,,,,,,,,,,,,23947.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18058.43,,,,,,,,,,,,,
1918-07-16,86719.33,,,,,,,,,,,,,,,,,,,,,,,,,,,23951.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18074.08,,,,,,,,,,,,,
1918-07-17,86521.92,,,,,,,,,,,,,,,,,,,,,,,,,,,23954.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18089.73,,,,,,,,,,,,,
1918-07-18,87681.35,,,,,,,,,,,,,,,,,,,,,,,,,,,23957.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18105.37,,,,,,,,,,,,,
1918-07-19,87289.35,,,,,,,,,,,,,,,,,,,,,,,,,,,23961.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18121.02,,,,,,,,,,,,,
1918-07-22,86734.32,,,,,,,,,,,,,,,,,,,,,,,,,,,23964.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18167.95,,,,,,,,,,,,,
1918-07-23,86153.01,,,,,,,,,,,,,,,,,,,,,,,,,,,23968.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18183.6,,,,,,,,,,,,,
1918-07-24,86513.05,,,,,,,,,,,,,,,,,,,,,,,,,,,23971.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18199.24,,,,,,,,,,,,,
1918-07-25,86836.28,,,,,,,,,,,,,,,,,,,,,,,,,,,23974.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18214.89,,,,,,,,,,,,,
1918-07-26,86991.22,,,,,,,,,,,,,,,,,,,,,,,,,,,23978.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18230.53,,,,,,,,,,,,,
1918-07-29,86962.1,,,,,,,,,,,,,,,,,,,,,,,,,,,23981.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18277.47,,,,,,,,,,,,,
1918-07-30,86701.58,,,,,,,,,,,,,,,,,,,,,,,,,,,23984.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18293.11,,,,,,,,,,,,,
1918-07-31,86935.4,,,,,,,,,,,,,,,,,,,,,,,,,,,23988.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18308.76,,,,,,,,,,,,,
1918-08-01,86475.05,,,,,,,,,,,,,,,,,,,,,,,,,,,23991.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18320.49,,,,,,,,,,,,,
1918-08-02,86551.11,,,,,,,,,,,,,,,,,,,,,,,,,,,23994.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18332.23,,,,,,,,,,,,,
1918-08-05,87095.21,,,,,,,,,,,,,,,,,,,,,,,,,,,23998.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18367.43,,,,,,,,,,,,,
1918-08-06,86818.92,,,,,,,,,,,,,,,,,,,,,,,,,,,24001.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18379.16,,,,,,,,,,,,,
1918-08-07,86863.43,,,,,,,,,,,,,,,,,,,,,,,,,,,24005.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18390.89,,,,,,,,,,,,,
1918-08-08,87013.1,,,,,,,,,,,,,,,,,,,,,,,,,,,24008.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18402.63,,,,,,,,,,,,,
1918-08-09,87436.23,,,,,,,,,,,,,,,,,,,,,,,,,,,24011.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18414.36,,,,,,,,,,,,,
1918-08-12,87969.79,,,,,,,,,,,,,,,,,,,,,,,,,,,24015.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18449.56,,,,,,,,,,,,,
1918-08-13,88508.61,,,,,,,,,,,,,,,,,,,,,,,,,,,24018.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18461.3,,,,,,,,,,,,,
