Date,BND,XLC,VTV
1951-02-20,,53792.5200000018,28.8507269995
1951-02-21,,54061.2900000018,28.9764609461
1951-02-23,,54266.5300000018,29.0120142810
1951-02-26,,55028.0600000019,28.9550266423
1951-02-27,,54582.1400000018,28.7203031434
1951-02-28,,55122.3000000019,28.7840452378
1951-03-01,,55215.8200000019,28.9030062403
1951-03-02,,55265.3100000019,29.0093704293
1951-03-05,,54834.0900000019,28.7644536186
1951-03-06,,54713.2600000019,28.6869745882
1951-03-07,,54838.9000000019,28.7518629680
1951-03-08,,54849.6700000019,28.8107117797
1951-03-09,,54865.9300000019,28.8568281958
1951-03-12,,54734.0300000019,28.5411559964
1951-03-13,,54323.3300000018,28.1059188377
1951-03-14,,54241.6500000018,27.8952550058
1951-03-15,,54501.8200000018,27.8550918782
1951-03-16,,54823.1800000019,28.2867607615
1951-03-19,,54850.2300000019,28.1531445622
1951-03-20,,54773.2500000019,28.0556486777
1951-03-21,,54899.0300000019,28.2598292181
1951-03-22,,54871.3900000019,28.3952264737
1951-03-26,,54717.5200000019,28.1760579439
1951-03-27,,54673.5500000019,28.1175111106
1951-03-28,,54481.9900000019,27.8447629842
1951-03-29,,54427.3200000019,27.9096020614
1951-03-30,,54574.0800000019,28.0839360425
1951-04-02,,54530.2100000019,27.9101628784
1951-04-03,,54382.7900000019,27.8302063926
1951-04-04,,54409.7800000019,27.9819043191
1951-04-05,,54534.7300000019,28.3343439299
1951-04-06,,54507.2700000019,28.4353711128
1951-04-09,,54479.6600000019,28.3987454465
1951-04-10,,54403.1900000019,28.3649177025
1951-04-11,,54473.7200000019,28.3297587884
1951-04-12,,54484.4200000019,28.6919726389
1951-04-13,,54647.6800000019,29.0671777236
1951-04-16,,54527.3200000019,29.0263674994
1951-04-17,,54587.1100000019,29.0711958852
1951-04-18,,54685.1700000019,29.1905513084
1951-04-19,,54602.9500000019,29.0348537088
1951-04-20,,54630.0500000019,28.9950295365
1951-04-23,,54815.6900000019,29.0039779578
1951-04-24,,54744.2300000019,28.8577957593
1951-04-25,,54705.7200000019,28.9274110255
1951-04-26,,54787.5800000019,29.2894523169
1951-04-27,,54809.3000000019,29.6710913905
1951-04-30,,54973.6400000019,29.7491004237
1951-05-01,,54962.4500000019,29.8392871983
1951-05-02,,55044.7000000019,29.9766010923
1951-05-03,,55253.6700000019,30.2830290549
1951-05-04,,55347.4100000019,30.3153715582
1951-05-07,,55291.7700000019,30.1625396720
1951-05-08,,55225.2200000019,30.1673590008
1951-05-09,,55169.8000000019,30.2209324347
1951-05-10,,55130.9800000019,30.1144080122
1951-05-11,,55103.2200000019,30.0367810741
1951-05-14,,54871.8000000019,29.8059709687
1951-05-15,,54624.6800000019,29.3346381466
1951-05-16,,54711.8800000019,29.1972626244
1951-05-17,,54881.2900000019,29.5000360321
1951-05-18,,54551.8100000019,28.9417704067
1951-05-21,,54387.2100000019,28.7918535365
1951-05-22,,54310.8700000019,28.7134192684
1951-05-23,,54212.9200000019,28.5168806304
1951-05-24,,54321.1500000019,28.4520723674
1951-05-25,,54299.2300000019,28.4029669813
1951-05-28,,54744.4200000019,28.5718715140
1951-05-29,,54875.6100000019,28.8715080439
1951-05-31,,54732.7300000019,29.0585127923
1951-06-01,,54913.1600000019,29.0477525006
1951-06-04,,54863.5400000019,28.7714545872
1951-06-05,,54918.2100000019,28.8714464157
1951-06-06,,54769.7300000019,29.0579889522
1951-06-07,,54933.8500000019,29.2252480107
1951-06-08,,54999.5700000019,29.1902554929
1951-06-11,,55120.3700000019,29.4848508324
1951-06-12,,54971.3500000019,29.3629131857
1951-06-13,,55048.1100000019,29.4285102903
1951-06-14,,55135.9900000019,29.8683818930
1951-06-15,,55163.3700000019,30.1970823036
1951-06-18,,55108.0100000019,30.2049830447
1951-06-19,,55190.4700000019,30.2394517225
1951-06-20,,55101.9700000019,30.0617466763
1951-06-21,,55068.7100000019,29.8959112303
1951-06-22,,55002.4300000019,29.5802944963
1951-06-25,,54842.7300000019,29.1456304802
1951-06-26,,54749.3000000019,29.1904650289
1951-06-27,,54809.3300000019,29.3359200141
1951-06-28,,54721.4400000019,28.9697804443
1951-06-29,,54617.2700000019,28.7117614686
1951-07-02,,54939.3200000019,28.8809618168
1951-07-03,,55016.0400000019,29.0521712458
1951-07-05,,55081.8600000019,29.5241203504
1951-07-06,,55131.2400000019,29.4684207421
1951-07-09,,55285.4100000019,29.5836655613
1951-07-10,,55301.8000000019,29.4203014079
1951-07-11,,55312.6600000019,29.4898673715
1951-07-12,,55312.4600000019,29.5726032912
1951-07-13,,55378.6400000019,29.7669294752
1951-07-16,,55367.3600000019,29.5043869862
1951-07-17,,55505.5900000019,29.7181383932
1951-07-18,,55505.3900000019,29.6843044863
1951-07-19,,55527.3900000019,29.7226742320
1951-07-20,,55488.3200000019,29.8180008023
1951-07-23,,55737.8200000019,30.1749392750
1951-07-24,,56072.0500000019,30.6829409033
1951-07-25,,55970.9200000019,30.5338560144
1951-07-26,,56065.8700000019,30.7317073340
1951-07-27,,56149.7700000019,30.8106038140
1951-07-30,,56278.7100000019,31.0566237703
1951-07-31,,56137.8200000019,30.7787974764
1951-08-01,,56165.6800000019,30.9887649091
1951-08-02,,56283.4300000019,31.2978490491
1951-08-03,,56333.8900000019,31.3680867606
1951-08-06,,56401.2900000019,31.6374884733
1951-08-07,,56429.2800000019,31.6429179217
1951-08-08,,56440.3700000019,31.6106986749
1951-08-09,,56490.9600000019,31.4711723270
1951-08-10,,56496.4100000019,31.4041700984
1951-08-13,,56580.9500000019,31.3870805859
1951-08-14,,56874.9700000019,31.3686352520
1951-08-15,,57238.7700000019,31.5470613486
1951-08-16,,57828.1200000020,31.6638160598
1951-08-17,,57932.0100000020,31.7917501348
1951-08-20,,58036.0800000020,31.7607634529
1951-08-21,,57739.8900000020,31.6361819545
1951-08-22,,57312.4100000019,31.4464532377
1951-08-23,,57335.1300000019,31.7436431263
1951-08-24,,57329.1900000020,31.7590070479
1951-08-27,,57346.1800000019,31.6854475740
1951-08-28,,57380.3900000019,31.7676596536
1951-08-29,,57483.4700000020,32.0719737674
1951-08-30,,57598.2300000020,32.3378072047
1951-08-31,,57609.5400000020,32.3705256403
1951-09-04,,57793.6900000020,32.4586170545
1951-09-05,,58070.8900000020,32.7269402729
1951-09-06,,58128.7500000020,32.8303956087
1951-09-07,,58233.1800000020,32.9573374690
1951-09-10,,58302.8500000020,33.0769702193
1951-09-11,,58127.7300000020,32.8863971955
1951-09-12,,58191.4600000020,33.0720954251
1951-09-13,,58371.6500000020,33.2211125229
1951-09-14,,58196.3300000020,33.0776296415
1951-09-17,,57718.9100000020,32.8939528184
1951-09-18,,57712.9300000020,32.8530255005
1951-09-19,,57741.5800000020,32.8144215675
1951-09-20,,57458.4400000019,32.7710106313
1951-09-21,,57492.7100000019,32.4894003632
1951-09-24,,57475.2600000019,32.3412768749
1951-09-25,,57676.2200000020,32.4774999489
1951-09-26,,57918.2500000020,32.5402991312
1951-09-27,,57692.1600000020,32.3476245842
1951-09-28,,57576.5700000019,32.3294257633
1951-10-01,,57772.1300000019,32.5983406129
1951-10-02,,57899.0200000019,32.8340193496
1951-10-03,,58043.5600000019,33.0455644653
1951-10-04,,57880.8300000020,32.9550695495
1951-10-05,,57753.2900000020,32.9810273666
1951-10-08,,57781.5800000020,32.9429349480
1951-10-09,,57654.2600000020,32.7794352125
1951-10-10,,57844.3100000020,32.6847927157
1951-10-11,,58087.0500000020,32.8549791159
1951-10-15,,58162.3700000020,33.1162459002
1951-10-16,,57929.5200000020,33.0131541710
1951-10-17,,57865.5900000020,32.9310160453
1951-10-18,,57749.6500000020,32.9043803176
1951-10-19,,57374.0700000020,32.4237970957
1951-10-22,,56938.5000000019,31.6386285958
1951-10-23,,56915.5300000019,31.8860166992
1951-10-24,,57114.5300000019,32.2579616497
1951-10-25,,57040.0700000019,32.0853162826
1951-10-26,,56999.9400000019,31.8886112484
1951-10-29,,56725.9200000019,31.8618892411
1951-10-30,,56776.7700000019,31.8520163961
1951-10-31,,56952.5800000019,32.1293928038
1951-11-01,,57128.9300000019,32.4654454641
1951-11-02,,57071.5900000019,32.2238689043
1951-11-05,,56917.3900000019,31.9748476524
1951-11-07,,56786.2700000019,31.6437190889
1951-11-08,,56916.6800000019,31.6649253682
1951-11-09,,57098.6100000019,32.0245446696
1951-11-13,,57058.0100000019,32.0733234260
1951-11-14,,57217.5700000019,32.1453360309
1951-11-15,,56959.8900000019,32.1479182544
1951-11-16,,57079.3000000019,32.1374537783
1951-11-19,,57021.9900000019,32.0204956939
1951-11-20,,57016.0900000019,31.9235544636
1951-11-21,,56810.6300000019,31.8335525738
1951-11-23,,56725.2100000019,31.4847860064
1951-11-26,,56804.1200000019,31.5770003503
1951-11-27,,57025.4600000019,31.8670660137
1951-11-28,,56797.1500000019,31.7407404359
1951-11-29,,57052.5300000019,31.8862447237
1951-11-30,,57229.1900000019,32.2113152307
1951-12-03,,57206.0800000019,32.3330926439
1951-12-04,,57303.1200000019,32.4272667660
1951-12-05,,57337.3000000019,32.3971120654
1951-12-06,,57474.7100000019,32.7304284316
1951-12-07,,57514.7300000020,32.7812840598
1951-12-10,,57813.9000000020,32.8021637094
1951-12-11,,57646.0300000020,32.6503363636
1951-12-12,,57622.7700000020,32.6789688465
1951-12-13,,57732.0400000020,32.8067796650
1951-12-14,,57766.4800000020,32.7902263183
1951-12-17,,57668.1000000020,32.8490936184
1951-12-18,,57650.5900000020,32.9072768451
1951-12-19,,57569.6700000020,33.0551353319
1951-12-20,,57506.1400000020,33.0794476748
1951-12-21,,57442.6800000020,32.9958427968
1951-12-24,,57448.2100000020,32.9479453243
1951-12-26,,57419.2800000020,32.7916314423
1951-12-27,,57591.3400000020,33.1005183719
1951-12-28,,57844.5300000020,33.2288900074
1951-12-31,,57728.6400000020,33.3289927667
1952-01-02,,57630.2900000020,33.4130290424
1952-01-03,,57336.1700000019,33.3948548728
1952-01-04,,57347.4300000020,33.4258477175
1952-01-07,,57456.2300000020,33.4636751346
1952-01-08,,57364.0900000019,33.3765266325
1952-01-09,,57352.4200000019,33.2828886762
1952-01-10,,57570.1500000020,33.4885359689
1952-01-11,,57690.8400000020,33.7120677784
1952-01-14,,57800.2900000020,34.1450000407
1952-01-15,,57632.4600000019,33.9848405561
1952-01-16,,57810.9200000019,34.1400574554
1952-01-17,,57891.6400000020,34.2741050524
1952-01-18,,57781.4400000020,34.3603352936
1952-01-21,,57792.7900000020,34.7290201099
1952-01-22,,57694.3400000020,35.0668908034
1952-01-23,,57705.6700000019,34.8770881327
1952-01-24,,57676.6100000020,35.0116718954
1952-01-25,,57699.4700000020,35.0693682589
1952-01-28,,57722.3400000019,35.0950549117
1952-01-29,,57866.4400000020,35.0598651834
1952-01-30,,57698.4200000020,34.6373665831
1952-01-31,,57819.3900000020,34.4783164069
1952-02-01,,57813.4000000020,34.7389669087
1952-02-04,,57824.5900000020,34.4215259786
1952-02-05,,57899.5500000020,34.3285043047
1952-02-06,,57939.8800000020,34.4204105074
1952-02-07,,57922.2900000020,34.4980559340
1952-02-08,,57997.3800000020,34.6802721677
1952-02-11,,58066.7700000020,34.5993542812
1952-02-13,,58078.1800000020,34.3532172312
1952-02-14,,58095.4000000020,34.2954222625
1952-02-15,,58101.0000000020,34.2341761121
1952-02-18,,58013.6700000020,33.9980967917
1952-02-19,,57810.4200000019,33.4174909274
1952-02-20,,57243.6700000019,33.0231379468
1952-02-21,,57083.1800000019,33.1405397546
1952-02-25,,57391.6300000019,33.3131851217
1952-02-26,,57322.5500000019,33.0528365983
1952-02-27,,57333.8100000019,33.1562549572
1952-02-28,,57488.4100000019,33.3744374350
1952-02-29,,57447.9600000019,33.3662162271
1952-03-03,,57625.9200000019,33.5134214544
1952-03-04,,57861.9800000020,33.9524980528
1952-03-05,,57913.8500000020,34.0218914574
1952-03-06,,57745.6900000020,34.0695917194
1952-03-07,,57658.8700000020,34.1283912285
1952-03-10,,57762.1900000020,33.9988548192
1952-03-11,,57917.9400000020,34.0609452766
1952-03-12,,58068.3200000020,34.1898900548
1952-03-13,,58102.9500000020,34.2439503518
1952-03-14,,58044.6400000020,34.3825461133
1952-03-17,,58067.6500000020,34.7964352477
1952-03-18,,58125.5100000020,34.6756007466
1952-03-19,,58078.8000000020,34.5199216355
1952-03-20,,58014.7100000020,34.6566500611
1952-03-21,,57921.6800000020,34.7106055901
1952-03-24,,58014.1800000020,34.6409595098
1952-03-25,,57955.9600000020,34.4725603288
1952-03-26,,57990.5300000020,34.4640679565
1952-03-27,,58054.1100000020,34.7550457180
1952-03-28,,58088.7300000020,34.9831565062
1952-03-31,,58158.2400000020,35.2654570107
1952-04-01,,58030.0800000020,34.9266310793
1952-04-02,,58058.8900000020,34.8645837617
1952-04-03,,57901.9200000020,34.8924274030
1952-04-04,,57739.5900000020,34.6980457537
1952-04-07,,57554.7400000020,34.3216450810
1952-04-08,,57750.2200000020,34.5934441325
1952-04-09,,57721.1400000020,34.5778090466
1952-04-10,,57813.2900000020,34.7785877078
1952-04-14,,57737.8200000020,34.4926696253
1952-04-15,,57789.5800000020,34.0923448677
1952-04-16,,57985.8600000020,33.8980926377
1952-04-17,,57852.2900000020,33.5940989907
1952-04-18,,57904.1500000020,33.7133927857
1952-04-21,,57938.6400000020,34.0037234506
1952-04-22,,57915.2600000020,33.8842940735
1952-04-23,,57880.3000000020,33.7407557267
1952-04-24,,57735.3900000020,33.5941236420
1952-04-25,,57717.8700000020,33.7280479825
1952-04-28,,57717.6400000020,33.6852471659
1952-04-29,,57671.2600000020,33.6492192936
1952-04-30,,57722.9600000020,33.4221623484
1952-05-01,,57641.9400000020,33.2085650121
1952-05-02,,57722.4300000020,33.7733755571
1952-05-05,,57814.6100000020,34.0170228260
1952-05-06,,57878.0000000020,34.0888320577
1952-05-07,,57877.7900000020,34.3609207619
1952-05-08,,57796.5600000020,34.4034504142
1952-05-09,,57859.9300000020,34.3305688510
1952-05-12,,57905.9900000020,34.2250551317
1952-05-13,,57911.5700000020,34.2437284901
1952-05-14,,57992.4400000020,34.1214087483
1952-05-15,,58085.0200000020,34.0649572754
1952-05-16,,58183.5600000020,34.0140338561
1952-05-19,,58090.2000000020,34.0531308150
1952-05-20,,58008.6600000020,34.1968478837
1952-05-21,,58072.2700000020,34.2599305559
1952-05-22,,58490.1800000020,34.5281921460
1952-05-23,,58402.2400000020,34.5379047576
1952-05-26,,58583.2100000020,34.5599738323
1952-05-27,,58477.5500000020,34.4655778485
1952-05-28,,58342.8400000020,34.4188389871
1952-05-29,,58313.4600000020,34.4273436850
1952-06-02,,58278.2700000020,34.3288555857
1952-06-03,,58167.3300000020,34.2754177340
1952-06-04,,58312.5400000020,34.5358956767
1952-06-05,,58481.4400000020,34.7854037918
1952-06-06,,58504.6200000020,34.9840069760
1952-06-09,,58586.3200000020,35.1709316076
1952-06-10,,59019.6500000020,35.0773183026
1952-06-11,,57738.7100000020,35.1255547304
1952-06-12,,57969.4600000020,35.1599432914
1952-06-13,,57934.4700000020,35.2171404661
1952-06-16,,58710.5900000020,35.1603562007
1952-06-17,,58933.4800000020,35.2016964278
1952-06-18,,58998.1000000020,35.2932575122
1952-06-19,,59039.1800000020,35.3588238027
1952-06-20,,59227.9000000020,35.4189914589
1952-06-23,,59257.3000000020,35.4365062063
1952-06-24,,59263.0100000020,35.4861354324
1952-06-25,,59322.0700000020,35.6522605312
1952-06-26,,59387.1100000020,35.7387249597
1952-06-27,,59452.2200000020,35.8201235465
1952-06-30,,59505.5200000020,35.9923005390
1952-07-01,,59416.0500000020,36.2117402330
1952-07-02,,59433.6600000020,36.0972287899
1952-07-03,,59445.3300000020,36.0507980697
1952-07-07,,59391.6200000020,35.8555536249
1952-07-08,,59427.0400000020,35.8976518794
1952-07-09,,59426.8300000020,35.7424473058
1952-07-10,,59355.3100000020,35.6978407816
1952-07-11,,59420.3900000020,35.9475522699
1952-07-14,,59372.6400000020,35.9865013211
1952-07-15,,59384.3000000020,36.1250601056
1952-07-16,,59413.7800000020,36.0887179292
1952-07-17,,59455.1600000021,35.9756670755
1952-07-18,,59443.0500000021,35.6758579864
1952-07-21,,59478.5100000021,35.7796029750
1952-07-22,,59490.1900000021,35.9420673560
1952-07-23,,59412.6400000021,36.1134924839
1952-07-24,,59465.9000000021,36.2065696232
1952-07-25,,59370.5400000021,36.0638324436
1952-07-28,,59411.8900000021,36.0800529978
1952-07-29,,59459.2100000021,36.1745968894
1952-07-30,,59542.2400000020,36.2528894125
1952-07-31,,59643.2500000021,36.2743915074
1952-08-01,,59714.6000000021,36.3200457117
1952-08-04,,59768.1300000021,36.2552929141
1952-08-05,,59797.8100000021,36.2787239731
1952-08-06,,59875.3300000021,36.3102899605
1952-08-07,,59958.9400000021,36.4311244616
1952-08-08,,59922.7500000021,36.3883606220
1952-08-11,,59838.6500000021,36.3516548389
1952-08-12,,59670.8800000021,36.0891061871
1952-08-13,,59611.0000000021,35.9856200371
1952-08-14,,59706.1600000021,35.9717167049
1952-08-15,,59670.1300000021,35.8864232131
1952-08-18,,59604.2800000021,35.5883335521
1952-08-19,,59610.0200000021,35.5923948534
1952-08-20,,59746.9100000021,35.6847324538
1952-08-21,,59860.2200000021,35.7370240201
1952-08-22,,59877.9600000021,35.7161813475
1952-08-25,,59913.6800000021,35.5602433977
1952-08-26,,59961.3900000021,35.5242648280
1952-08-27,,60009.1500000021,35.6615109308
1952-08-28,,60074.9500000021,35.7495222284
1952-08-29,,60176.8600000021,35.8544689677
1952-09-02,,60429.3900000021,36.0296287673
1952-09-03,,60550.0300000021,36.1230510248
1952-09-04,,60471.1000000021,36.0779021721
1952-09-05,,60501.1200000021,36.0395632405
1952-09-08,,60500.9000000021,35.8807287632
1952-09-09,,60113.4800000021,35.4995149245
1952-09-10,,60149.3300000021,35.3069204943
1952-09-11,,60371.6700000021,35.3456045440
1952-09-12,,60371.4500000021,35.3197268437
1952-09-15,,60135.7900000021,34.8963284710
1952-09-16,,60141.5900000021,35.0946481652
1952-09-17,,60123.3300000021,35.1697052055
1952-09-18,,60099.0700000021,35.0473115098
1952-09-19,,60207.0300000021,35.1324201169
1952-09-22,,60128.5500000021,35.0957759621
1952-09-23,,60182.4500000021,35.2528786857
1952-09-24,,60236.4000000021,35.3563894870
1952-09-25,,60151.8500000021,35.3774232072
1952-09-26,,60151.6400000021,35.2174054676
1952-09-29,,60151.4200000021,35.1728544089
1952-09-30,,59952.7100000021,35.0007205562
1952-10-01,,60060.4100000021,34.9040997927
1952-10-02,,60162.3000000021,34.8960203298
1952-10-03,,60216.2300000021,34.8048783174
1952-10-06,,60167.8400000021,34.6745777178
1952-10-07,,60137.5400000021,34.6292686316
1952-10-08,,60185.4400000021,34.8506003128
1952-10-09,,60185.2200000021,34.8482461138
1952-10-10,,60124.8200000021,34.8352117398
1952-10-14,,60100.5600000021,34.7182228413
1952-10-15,,59980.1400000021,34.2297635297
1952-10-16,,59865.9600000021,34.0074519594
1952-10-17,,59949.5600000020,34.5092846003
1952-10-20,,59943.3500000021,34.3854303152
1952-10-21,,60152.9400000021,34.3580735370
1952-10-22,,59972.2700000020,34.0015972761
1952-10-23,,60175.9600000021,34.1673156284
1952-10-24,,60127.6000000021,34.3891464984
1952-10-27,,60103.3400000021,34.4831418985
1952-10-28,,60103.1200000021,34.5317172817
1952-10-29,,60247.1600000021,34.6072057197
1952-10-30,,60337.3100000021,34.6030519759
1952-10-31,,60500.0100000021,35.1069923028
1952-11-03,,60554.2400000021,35.3298030619
1952-11-05,,60650.9100000021,35.5243079677
1952-11-06,,60583.9800000021,35.6062180689
1952-11-07,,60686.7500000021,35.7239095295
1952-11-10,,60795.7700000021,35.7216354472
1952-11-12,,61093.4600000021,35.5440105178
1952-11-13,,61166.5500000021,35.5581542002
1952-11-14,,61221.3800000021,35.5013144693
1952-11-17,,61423.1900000021,35.5766118597
1952-11-18,,61908.2200000021,36.0649910546
1952-11-19,,61864.6600000021,36.3389347690
1952-11-20,,61839.6900000021,36.2097619663
1952-11-21,,61827.1100000021,36.2100392934
1952-11-24,,62086.5600000021,36.4014936011
1952-11-25,,62154.6300000021,36.4271740910
1952-11-26,,62558.4100000022,36.6353604674
1952-11-28,,62946.0500000022,36.8344874917
1952-12-01,,63430.5100000022,36.8678283725
1952-12-02,,63252.6800000022,37.0916066950
1952-12-03,,63271.4300000022,37.0436907341
1952-12-04,,63132.0100000022,36.8950372430
1952-12-05,,63213.8500000022,36.9772616482
1952-12-08,,63270.5200000022,37.0564292925
1952-12-09,,63207.0200000022,37.1232343107
1952-12-10,,63352.1700000022,37.1261370010
1952-12-11,,63345.6100000022,37.1197276635
1952-12-12,,63237.7000000022,37.2896367365
1952-12-15,,63319.6800000022,37.2928722194
1952-12-16,,63262.4700000022,37.2644122956
1952-12-17,,63028.1700000022,37.2417639154
1952-12-18,,62656.0800000022,37.2240149806
1952-12-19,,62668.3900000022,37.4246580598
1952-12-22,,62918.8400000022,37.7466225031
1952-12-23,,62855.6900000022,37.5926504944
1952-12-24,,62824.0400000022,37.6513822124
1952-12-26,,63075.1100000022,37.7445579569
1952-12-29,,63213.6500000022,37.9376762272
1952-12-30,,63504.2100000022,38.1501272782
1952-12-31,,63484.9300000022,38.1435145674
1953-01-02,,63833.8700000022,38.1769971932
1953-01-05,,64191.1100000022,38.3172754058
1953-01-06,,64023.9900000022,38.0850725022
1953-01-07,,63850.9000000022,37.8982341500
1953-01-08,,63831.5100000022,37.8414437218
1953-01-09,,63812.1300000022,37.5449194182
1953-01-12,,63786.3800000022,37.2951216504
1953-01-13,,63856.3200000022,37.5052123395
1953-01-14,,63741.1500000022,37.4886651556
1953-01-15,,63855.6600000022,37.4982853247
1953-01-16,,63702.1700000022,37.3871264582
1953-01-19,,63880.3100000022,37.3690324053
1953-01-20,,63905.6400000022,37.4440031660
1953-01-21,,63847.8900000022,37.3800576984
1953-01-22,,63847.6700000022,37.3978436101
1953-01-23,,63828.2800000022,37.3244320440
1953-01-26,,63776.9900000022,37.2888602206
1953-01-27,,63853.3000000022,37.3619698084
1953-01-28,,63795.6000000022,37.5043310556
1953-01-29,,64044.1800000022,37.6217883289
1953-01-30,,64120.8000000022,37.8428673342
1953-02-02,,63947.4500000022,37.9292331576
1953-02-03,,63947.2200000022,37.9269036099
1953-02-04,,64081.2800000022,37.8545150726
1953-02-05,,63959.2900000022,37.5398535764
1953-02-06,,63792.7700000022,37.2659961415
1953-02-09,,63760.6500000022,37.1241957113
1953-02-10,,63779.5500000022,37.0905466892
1953-02-11,,63741.0500000022,37.1414824342
1953-02-13,,63759.9500000022,37.3177515422
1953-02-16,,63708.7100000022,37.2620457710
1953-02-17,,63402.6800000022,37.0536498586
1953-02-18,,63637.0500000022,37.0584815130
1953-02-19,,63598.6400000022,37.1505109722
1953-02-20,,63712.8900000022,37.1802897404
1953-02-24,,63801.8600000022,37.3789360644
1953-02-25,,63865.4300000022,37.5920958402
1953-02-26,,63820.5000000022,37.7083451998
1953-02-27,,63864.9400000022,37.6982320047
1953-03-02,,63960.5100000022,37.7331628943
1953-03-03,,63985.8700000022,37.8879483959
1953-03-04,,63940.8500000022,37.5749262109
1953-03-05,,64049.3200000022,37.6398577305
1953-03-06,,64138.7600000022,37.7555894128
1953-03-09,,64189.8400000022,37.7512631100
1953-03-10,,64228.1300000022,37.8012251287
1953-03-11,,64555.4600000022,38.0809988751
1953-03-12,,64574.6000000023,38.1232080605
1953-03-13,,64567.9100000023,38.1247672551
1953-03-16,,64825.9500000023,38.1989430115
1953-03-17,,64773.8600000023,38.2698154939
1953-03-18,,64650.5600000023,38.1778661515
1953-03-19,,64689.1200000023,38.1838071144
1953-03-20,,64650.0700000023,38.1813419846
1953-03-23,,64598.1200000023,37.9539953866
1953-03-24,,64617.2700000023,38.2149047271
1953-03-25,,64571.8100000023,38.0855778538
1953-03-26,,64293.9200000022,38.0133803641
1953-03-27,,64274.4000000022,38.1381467472
1953-03-30,,63869.2400000022,37.5287851435
1953-03-31,,63581.6000000022,37.1699854978
1953-04-01,,63511.4300000022,37.2661748634
1953-04-02,,63530.2600000022,37.2266465067
1953-04-06,,62932.8500000022,36.3492390117
1953-04-07,,62964.0900000022,36.5078577901
1953-04-08,,63266.0900000022,36.7112803031
1953-04-09,,63177.3000000022,36.5995975965
1953-04-10,,63284.4700000022,36.5667189275
1953-04-13,,63379.1700000022,36.5060582454
1953-04-14,,63372.6100000022,36.5811460998
1953-04-15,,63518.1400000022,36.7543584468
1953-04-16,,63587.7800000022,36.7144972975
1953-04-17,,63396.7900000022,36.3958299653
1953-04-20,,63421.9200000022,36.5198629724
1953-04-21,,63440.7200000022,36.4115574936
1953-04-22,,63142.3300000022,36.0749686676
1953-04-23,,62921.1000000022,35.6908521386
1953-04-24,,62996.3800000022,35.6747425152
1953-04-27,,62725.2700000022,35.7761394676
1953-04-28,,62768.9600000022,36.0077753914
1953-04-29,,62963.3200000022,36.1861275341
1953-04-30,,62912.7200000022,36.0894143283
1953-05-01,,63132.6900000022,36.3193308241
1953-05-04,,63359.7400000022,36.6503546195
1953-05-05,,63175.7700000022,36.6404016579
1953-05-06,,63219.7700000022,36.7543769353
1953-05-07,,63048.8500000022,36.5988087550
1953-05-08,,63269.3000000022,36.6915099619
1953-05-11,,63262.7500000022,36.6681775082
1953-05-12,,63129.6700000022,36.4929992201
1953-05-13,,63161.0100000022,36.5077653478
1953-05-14,,63463.9500000022,36.6805709484
1953-05-15,,63539.8800000022,36.6474087894
1953-05-18,,63577.7800000022,36.5688635904
1953-05-19,,63393.1800000022,36.4872431420
1953-05-20,,63576.7900000022,36.8456052272
1953-05-21,,63640.1400000022,36.9428854128
1953-05-22,,63767.1900000022,36.9732681379
1953-05-25,,63715.9500000022,36.9745623310
1953-05-26,,63632.9000000022,36.8579123878
1953-05-27,,63269.9600000022,36.5288298821
1953-05-28,,63212.7900000022,36.2742559253
1953-05-29,,63136.7100000022,36.3418436222
1953-06-01,,62839.7400000022,35.8331271063
1953-06-02,,63128.5800000022,35.9508185669
1953-06-03,,63166.2300000022,35.9189259498
1953-06-04,,63090.2100000022,35.6373896355
1953-06-05,,63096.2900000022,35.7083792116
1953-06-08,,63279.0400000022,35.6188765106
1953-06-09,,62778.9100000022,35.0201149650
1953-06-10,,62872.8600000022,35.0890276692
1953-06-11,,63073.8300000022,35.4223933380
1953-06-12,,63294.3600000022,35.5874584310
1953-06-15,,63091.5900000022,35.2658575943
1953-06-16,,62870.5500000022,35.1983685025
1953-06-17,,63102.9400000022,35.6946915783
1953-06-18,,63090.1000000022,35.6756237991
1953-06-19,,63033.0900000022,35.7124590015
1953-06-22,,63133.7200000022,35.9321575341
1953-06-23,,63253.4500000022,36.1585858712
1953-06-24,,63221.5900000022,36.0837322041
1953-06-25,,63366.7800000022,36.2066620655
1953-06-26,,63417.2500000022,36.2130837287
1953-06-29,,63493.1200000022,36.1034840568
1953-06-30,,63454.8000000022,36.0921074827
1953-07-01,,63422.8400000022,36.2556441951
1953-07-02,,63428.9600000022,36.3578977802
1953-07-03,,63549.2500000022,36.4841987067
1953-07-06,,63631.6300000022,36.4885804749
1953-07-07,,63720.4900000022,36.5936751221
1953-07-08,,63720.2600000022,36.6370305929
1953-07-09,,63796.5000000022,36.5042956775
1953-07-10,,63923.8700000022,36.4752009828
1953-07-13,,63751.0400000022,36.1702212839
1953-07-14,,63871.9400000022,36.1895540646
1953-07-15,,63941.9700000022,36.3018284024
1953-07-16,,63967.3200000022,36.3717456470
1953-07-17,,64050.2500000022,36.5477066137
1953-07-20,,63979.5700000022,36.4577170495
1953-07-21,,64004.9300000022,36.3712772723
1953-07-22,,64011.1000000022,36.4258798979
1953-07-23,,64036.4800000022,36.4914770025
1953-07-24,,63908.1800000022,36.4477579251
