Date,SPMOSIM
1985-04-11,55352.6000000000
1985-04-12,55465.4700000000
1985-04-15,55444.7600000000
1985-04-16,55390.2400000000
1985-04-17,55463.8600000000
1985-04-18,55224.2400000000
1985-04-19,55278.6300000000
1985-04-22,55253.4800000000
1985-04-23,55610.7900000000
1985-04-24,55797.4600000000
1985-04-25,56157.6300000000
1985-04-26,55913.7200000000
1985-04-29,55277.0200000000
1985-04-30,54816.6800000000
1985-05-01,54048.3500000000
1985-05-02,54104.7200000000
1985-05-03,54407.4600000000
1985-05-06,54418.3500000000
1985-05-07,54758.8200000000
1985-05-08,54820.1300000000
1985-05-09,55474.5200000000
1985-05-10,56262.3400000000
1985-05-13,56335.4700000000
1985-05-14,56239.2100000000
1985-05-15,56437.1900000000
1985-05-16,56985.9700000000
1985-05-17,57705.8300000000
1985-05-20,58467.8200000000
1985-05-21,58395.3700000000
1985-05-22,58028.2000000000
1985-05-23,57731.1000000000
1985-05-24,58071.6000000000
1985-05-28,58369.5400000000
1985-05-29,58431.1300000000
1985-05-30,58485.0400000000
1985-05-31,59134.3400000000
1985-06-03,59393.6400000000
1985-06-04,59646.8800000000
1985-06-05,59977.0500000000
1985-06-06,60456.8200000000
1985-06-07,60208.9700000000
1985-06-10,59969.4700000000
1985-06-11,59821.1100000000
1985-06-12,59611.0100000000
1985-06-13,58950.9600000000
1985-06-14,59476.8800000000
1985-06-17,59491.3500000000
1985-06-18,59845.6600000000
1985-06-19,59595.2200000000
1985-06-20,59706.7300000000
1985-06-21,60420.9400000000
1985-06-24,60323.8900000000
1985-06-25,60365.2200000000
1985-06-26,60275.5300000000
1985-06-27,60602.7600000000
1985-06-28,61022.9700000000
1985-07-01,61295.1500000000
1985-07-02,61259.4200000000
1985-07-03,61146.3400000000
1985-07-05,61496.9600000000
1985-07-08,61418.8500000000
1985-07-09,60961.4000000000
1985-07-10,61310.1000000000
1985-07-11,61502.7200000000
1985-07-12,61602.1900000000
1985-07-15,61215.4400000000
1985-07-16,61968.7900000000
1985-07-17,62145.1900000000
1985-07-18,61629.3200000000
1985-07-19,61539.1900000000
1985-07-22,61151.2300000000
1985-07-23,59972.6400000000
1985-07-24,59335.2100000000
1985-07-25,59264.7800000000
1985-07-26,59275.6000000000
1985-07-29,58507.1400000000
1985-07-30,58608.9600000000
1985-07-31,59159.0700000000
1985-08-01,59692.2800000000
1985-08-02,59524.9500000000
1985-08-05,59170.5900000000
1985-08-06,58388.3300000000
1985-08-07,58217.4500000000
1985-08-08,58923.4300000000
1985-08-09,58797.7700000000
1985-08-12,58590.8000000000
1985-08-13,58432.6000000000
1985-08-14,58442.4800000000
1985-08-15,58440.8700000000
1985-08-16,58166.5100000000
1985-08-19,58260.3700000000
1985-08-20,58735.7300000000
1985-08-21,59159.0700000000
1985-08-22,58711.2700000000
1985-08-23,58610.9800000000
1985-08-26,58643.6600000000
1985-08-27,59045.2600000000
1985-08-28,59273.5100000000
1985-08-29,59154.1900000000
1985-08-30,58982.3300000000
1985-09-03,58841.5400000000
1985-09-04,58675.3800000000
1985-09-05,58735.0300000000
1985-09-06,59038.5000000000
1985-09-09,59051.9400000000
1985-09-10,58592.3800000000
1985-09-11,57814.7200000000
1985-09-12,57201.1700000000
1985-09-13,56879.9900000000
1985-09-16,57029.7500000000
1985-09-17,56655.0900000000
1985-09-18,56768.1300000000
1985-09-19,57405.0300000000
1985-09-20,57229.5600000000
1985-09-23,58153.2100000000
1985-09-24,57898.8800000000
1985-09-25,57332.5600000000
1985-09-26,57342.3000000000
1985-09-30,57618.7500000000
1985-10-01,58429.0600000000
1985-10-02,58279.7700000000
1985-10-03,58299.0000000000
1985-10-04,58060.0400000000
1985-10-07,57618.6500000000
1985-10-08,57667.0900000000
1985-10-09,57835.5700000000
1985-10-10,57942.8700000000
1985-10-11,58370.6000000000
1985-10-14,58960.5600000000
1985-10-15,58958.2700000000
1985-10-16,59654.5500000000
1985-10-17,59632.4200000000
1985-10-18,59423.5500000000
1985-10-21,59294.2300000000
1985-10-22,59689.6500000000
1985-10-23,59912.8200000000
1985-10-24,59741.8800000000
1985-10-25,59522.7500000000
1985-10-28,59635.8300000000
1985-10-29,60217.9300000000
1985-10-30,60789.9800000000
1985-10-31,60826.1300000000
1985-11-01,61528.6800000000
1985-11-04,61419.1400000000
1985-11-05,61741.5600000000
1985-11-06,61936.0400000000
1985-11-07,61858.2300000000
1985-11-08,62303.5000000000
1985-11-11,63544.1200000000
1985-11-12,63849.8000000000
1985-11-13,63575.9800000000
1985-11-14,64144.7400000000
1985-11-15,63667.6800000000
1985-11-18,63735.4900000000
1985-11-19,63707.4800000000
1985-11-20,63749.8200000000
1985-11-21,64430.7700000000
1985-11-22,64480.5700000000
1985-11-25,64154.8300000000
1985-11-26,64393.4800000000
1985-11-27,65269.0400000000
1985-11-29,65242.0600000000
1985-12-02,64763.2200000000
1985-12-03,64736.4300000000
1985-12-04,65723.1200000000
1985-12-05,65665.4600000000
1985-12-06,65274.7400000000
1985-12-09,65756.4200000000
1985-12-10,65866.4500000000
1985-12-11,66425.3200000000
1985-12-12,66472.6700000000
1985-12-13,67377.0600000000
1985-12-16,68047.8800000000
1985-12-17,67589.1000000000
1985-12-18,67288.6900000000
1985-12-19,67411.0600000000
1985-12-20,67636.2400000000
1985-12-23,67069.2200000000
1985-12-24,66596.7700000000
1985-12-26,66790.1900000000
1985-12-27,67442.9000000000
1985-12-30,67873.6700000000
1985-12-31,68291.5300000000
1986-01-02,67807.4400000000
1986-01-03,68206.7500000000
1986-01-06,68154.6000000000
1986-01-07,69176.1700000000
1986-01-08,67492.0600000000
1986-01-09,66552.9500000000
1986-01-10,66498.8000000000
1986-01-13,66686.0900000000
1986-01-14,66739.9900000000
1986-01-15,67260.2100000000
1986-01-16,67348.4600000000
1986-01-17,67312.4400000000
1986-01-20,67085.3100000000
1986-01-21,66553.8100000000
1986-01-22,65864.2300000000
1986-01-23,65959.0500000000
1986-01-24,66591.9900000000
1986-01-27,66909.0400000000
1986-01-28,68010.1700000000
1986-01-29,68511.0300000000
1986-01-30,68344.9500000000
1986-01-31,69232.9700000000
1986-02-03,69973.0000000000
1986-02-04,69713.7000000000
1986-02-05,69558.0000000000
1986-02-06,69572.1900000000
1986-02-07,69881.9200000000
1986-02-10,70459.1400000000
1986-02-11,70628.0800000000
1986-02-12,70529.6500000000
1986-02-13,71043.6600000000
1986-02-14,71942.8500000000
1986-02-18,72962.9700000000
1986-02-19,72077.6800000000
1986-02-20,72758.0200000000
1986-02-21,73470.6900000000
1986-02-24,73470.3400000000
1986-02-25,73128.6600000000
1986-02-26,73323.8200000000
1986-02-27,74747.1000000000
1986-02-28,75227.1800000000
1986-03-03,74689.6100000000
1986-03-04,74395.5100000000
1986-03-05,74265.9500000000
1986-03-06,74755.2500000000
1986-03-07,75234.0300000000
1986-03-10,75468.8300000000
1986-03-11,76884.4400000000
1986-03-12,77409.0900000000
1986-03-13,77710.3400000000
1986-03-14,79054.6800000000
1986-03-17,78332.0400000000
1986-03-18,78757.8000000000
1986-03-19,79089.7600000000
1986-03-20,79599.5200000000
1986-03-21,78565.7600000000
1986-03-24,79380.0200000000
1986-03-25,79291.7500000000
1986-03-26,80337.9100000000
1986-03-27,81164.4000000000
1986-03-31,81294.8800000000
1986-04-01,79907.8000000000
1986-04-02,79827.5500000000
1986-04-03,78963.5300000000
1986-04-04,77376.1900000000
1986-04-07,77247.3600000000
1986-04-08,79125.5400000000
1986-04-09,79286.9200000000
1986-04-10,80189.4000000000
1986-04-11,79927.4200000000
1986-04-14,80344.7600000000
1986-04-15,80467.3900000000
1986-04-16,82320.7400000000
1986-04-17,82870.1700000000
1986-04-18,83064.5400000000
1986-04-21,83778.9800000000
1986-04-22,82927.4800000000
1986-04-23,82510.3800000000
1986-04-24,82625.2500000000
1986-04-25,82520.8400000000
1986-04-28,82605.2500000000
1986-04-29,81879.2600000000
1986-04-30,80152.2300000000
1986-05-01,80015.4800000000
1986-05-02,79927.0200000000
1986-05-05,80972.7800000000
1986-05-06,80797.6900000000
1986-05-07,80424.9100000000
1986-05-08,80474.5900000000
1986-05-09,80889.7900000000
1986-05-12,80692.2800000000
1986-05-13,80421.6000000000
1986-05-14,80783.2600000000
1986-05-15,79642.2500000000
1986-05-16,78978.8900000000
1986-05-19,79197.9100000000
1986-05-20,80454.0800000000
1986-05-21,80571.3600000000
1986-05-22,82582.5300000000
1986-05-23,83308.9500000000
1986-05-27,84568.9000000000
1986-05-28,85276.4500000000
1986-05-29,85735.1000000000
1986-05-30,85352.1800000000
1986-06-02,84427.7800000000
1986-06-03,84664.2100000000
1986-06-04,84474.7800000000
1986-06-05,84957.8800000000
1986-06-06,85156.5200000000
1986-06-09,83039.5900000000
1986-06-10,82866.8800000000
1986-06-11,83458.9300000000
1986-06-12,83766.1000000000
1986-06-13,85570.5300000000
1986-06-16,85700.1000000000
1986-06-17,85069.5500000000
1986-06-18,85290.5700000000
1986-06-19,85168.4300000000
1986-06-20,86191.6600000000
1986-06-23,85314.6300000000
1986-06-24,86152.2400000000
1986-06-25,86973.5100000000
1986-06-26,86984.1200000000
1986-06-27,87161.1000000000
1986-06-30,87745.5400000000
1986-07-01,88414.5500000000
1986-07-02,88702.3200000000
1986-07-03,88426.7500000000
1986-07-07,85388.2700000000
1986-07-08,84083.9000000000
1986-07-09,84830.2400000000
1986-07-10,84519.2300000000
1986-07-11,84461.0300000000
1986-07-14,82920.2900000000
1986-07-15,81253.6500000000
1986-07-16,81846.7200000000
1986-07-17,82744.8900000000
1986-07-18,83010.8300000000
1986-07-21,82771.9500000000
1986-07-22,83597.8000000000
1986-07-23,83895.4600000000
1986-07-24,83839.4400000000
1986-07-25,84575.8800000000
1986-07-28,83239.2000000000
1986-07-29,82653.4200000000
1986-07-30,83325.7000000000
1986-07-31,83277.4700000000
1986-08-01,82955.2100000000
1986-08-04,83148.1300000000
1986-08-05,83015.9800000000
1986-08-06,82781.2900000000
1986-08-07,83095.3600000000
1986-08-08,82971.6100000000
1986-08-11,84788.8200000000
1986-08-12,85993.7100000000
1986-08-13,87072.8100000000
1986-08-14,87131.3300000000
1986-08-15,87219.5900000000
1986-08-18,87300.7900000000
1986-08-19,87126.1000000000
1986-08-20,87851.4400000000
1986-08-21,87830.1700000000
1986-08-22,88057.2400000000
1986-08-25,87195.9100000000
1986-08-26,88760.2900000000
1986-08-27,88722.5600000000
1986-08-28,88693.5800000000
1986-08-29,88803.1900000000
1986-09-02,87179.5100000000
1986-09-03,87333.7000000000
1986-09-04,88372.9200000000
1986-09-05,86826.0400000000
1986-09-08,85761.3900000000
1986-09-09,85694.1900000000
1986-09-10,85138.7900000000
1986-09-11,80779.1300000000
1986-09-12,79330.4900000000
1986-09-15,79760.8200000000
1986-09-16,79627.3700000000
1986-09-17,79770.3500000000
1986-09-18,79759.3700000000
1986-09-19,79566.0600000000
1986-09-22,80370.6100000000
1986-09-23,81014.3800000000
1986-09-24,81525.5600000000
1986-09-25,79959.7700000000
1986-09-26,79995.2200000000
1986-09-29,79000.3000000000
1986-09-30,79475.7100000000
1986-10-01,80334.0900000000
1986-10-02,80664.2000000000
1986-10-03,80832.7800000000
1986-10-06,81057.5000000000
1986-10-07,81014.3200000000
1986-10-08,81693.0800000000
1986-10-09,81768.5600000000
1986-10-10,81658.5500000000
1986-10-13,81909.6800000000
1986-10-14,82007.2600000000
1986-10-15,83152.0000000000
1986-10-16,83358.8800000000
1986-10-17,83124.1500000000
1986-10-20,82240.5000000000
1986-10-21,82121.4400000000
1986-10-22,82258.1000000000
1986-10-23,83308.2600000000
1986-10-24,83064.2300000000
1986-10-27,83295.6600000000
1986-10-28,83941.9100000000
1986-10-29,84754.5700000000
1986-10-30,85510.1900000000
1986-10-31,85360.6100000000
1986-11-03,85774.0100000000
1986-11-04,85828.3300000000
1986-11-05,85961.7500000000
1986-11-06,85826.4400000000
1986-11-07,85828.1500000000
1986-11-10,85970.7200000000
1986-11-11,86187.0200000000
1986-11-12,86002.3300000000
1986-11-13,84724.7000000000
1986-11-14,84917.0500000000
1986-11-17,84432.3300000000
1986-11-18,82214.5900000000
1986-11-19,82352.5300000000
1986-11-20,83815.1200000000
1986-11-21,85267.3000000000
1986-11-24,85936.4300000000
1986-11-25,86305.4400000000
1986-11-26,86576.4800000000
1986-11-28,86793.7600000000
1986-12-01,86707.6000000000
1986-12-02,88500.5600000000
1986-12-03,88622.0900000000
1986-12-04,88205.3200000000
1986-12-05,87532.7900000000
1986-12-08,87666.9800000000
1986-12-09,87091.5200000000
1986-12-10,87579.1800000000
1986-12-11,86624.6400000000
1986-12-12,86061.0900000000
1986-12-15,86197.6100000000
1986-12-16,87003.2400000000
1986-12-17,86314.9400000000
1986-12-18,86160.9000000000
1986-12-19,87029.5400000000
1986-12-22,86786.1700000000
1986-12-23,85790.4100000000
1986-12-24,86005.6400000000
1986-12-26,86300.4400000000
1986-12-29,85451.8000000000
1986-12-30,84983.2500000000
1986-12-31,84760.8200000000
1987-01-02,86224.8800000000
1987-01-05,88315.8200000000
1987-01-06,88650.8100000000
1987-01-07,89575.5800000000
1987-01-08,90274.1700000000
1987-01-09,90662.3200000000
1987-01-12,90892.2700000000
1987-01-13,90710.7900000000
1987-01-14,91382.2500000000
1987-01-15,92059.0600000000
1987-01-16,92436.9300000000
1987-01-19,93570.8300000000
1987-01-20,93644.2100000000
1987-01-21,93258.6400000000
1987-01-22,95392.6500000000
1987-01-23,94246.6600000000
1987-01-26,93910.6500000000
1987-01-27,95768.5900000000
1987-01-28,96626.4500000000
1987-01-29,95917.8600000000
1987-01-30,95554.4500000000
1987-02-02,96302.3400000000
1987-02-03,96189.6800000000
1987-02-04,96777.3100000000
1987-02-05,97140.4900000000
1987-02-06,96804.1500000000
1987-02-09,96366.2100000000
1987-02-10,95059.4800000000
1987-02-11,95957.8400000000
1987-02-12,95409.4900000000
1987-02-13,96986.0200000000
1987-02-17,99242.8500000000
1987-02-18,99449.6800000000
1987-02-19,99795.8500000000
1987-02-20,99862.0100000000
1987-02-23,98895.2700000000
1987-02-24,99389.2900000000
1987-02-25,99975.5000000000
1987-02-26,99715.5600000000
1987-02-27,100022.5400000000
1987-03-02,99476.8500000000
1987-03-03,99505.5300000000
1987-03-04,101212.5400000000
1987-03-05,101829.6300000000
1987-03-06,101766.8500000000
1987-03-09,100773.5200000000
1987-03-10,101822.2200000000
1987-03-11,101533.1000000000
1987-03-12,101683.1200000000
1987-03-13,101222.1200000000
1987-03-16,100422.1200000000
1987-03-17,101341.3100000000
1987-03-18,101220.2900000000
1987-03-19,101944.7500000000
1987-03-20,103311.1300000000
1987-03-23,104847.3100000000
1987-03-24,105072.3100000000
1987-03-25,104649.4400000000
1987-03-26,105096.4600000000
1987-03-27,103442.2000000000
1987-03-30,100751.7400000000
1987-03-31,101669.9400000000
1987-04-01,102030.4900000000
1987-04-02,102971.8400000000
1987-04-03,105298.8600000000
1987-04-06,106132.3600000000
1987-04-07,104191.4100000000
1987-04-08,104180.5400000000
1987-04-09,102991.8900000000
1987-04-10,102827.3500000000
1987-04-13,100247.9900000000
1987-04-14,97764.5600000000
1987-04-15,100002.0800000000
1987-04-16,100667.3500000000
1987-04-20,100283.9500000000
1987-04-21,102766.5400000000
1987-04-22,100804.5900000000
1987-04-23,100720.5000000000
1987-04-24,98834.8700000000
1987-04-27,98550.1200000000
1987-04-28,98707.0000000000
1987-04-29,99218.5500000000
1987-04-30,100745.8400000000
1987-05-01,100412.7700000000
1987-05-04,100728.4400000000
1987-05-05,102940.3300000000
1987-05-06,103299.1500000000
1987-05-07,102910.5900000000
1987-05-08,102688.5900000000
1987-05-11,102195.2100000000
1987-05-12,102833.0900000000
1987-05-13,103167.2700000000
1987-05-14,103553.8400000000
1987-05-15,101157.0400000000
1987-05-18,101121.1100000000
1987-05-19,98842.5000000000
1987-05-20,98465.9400000000
1987-05-21,98970.0700000000
1987-05-22,99501.8100000000
1987-05-26,101893.4300000000
1987-05-27,101424.8600000000
1987-05-28,102148.3600000000
1987-05-29,101844.4300000000
1987-06-01,101719.8700000000
1987-06-02,101347.0100000000
1987-06-03,102906.0900000000
1987-06-04,103265.8300000000
1987-06-05,102668.5800000000
1987-06-08,103716.0700000000
1987-06-09,103908.6000000000
1987-06-10,104105.0400000000
1987-06-11,104266.2200000000
1987-06-12,105499.8600000000
1987-06-15,105903.4500000000
1987-06-16,106421.0000000000
1987-06-17,106609.8300000000
1987-06-18,106753.9200000000
1987-06-19,107055.8000000000
1987-06-22,108264.2500000000
1987-06-23,107721.8400000000
1987-06-24,107301.8000000000
1987-06-25,108050.4000000000
1987-06-26,107583.4600000000
1987-06-29,108337.1900000000
1987-06-30,106929.4200000000
1987-07-01,106547.6400000000
1987-07-02,107717.4600000000
1987-07-06,107675.8000000000
1987-07-07,108768.7200000000
1987-07-08,108926.3300000000
1987-07-09,108544.9100000000
1987-07-10,108453.7100000000
1987-07-13,107891.3700000000
1987-07-14,108876.1400000000
1987-07-15,108773.1500000000
1987-07-16,109860.4700000000
1987-07-17,110381.2700000000
1987-07-20,109479.8900000000
1987-07-21,108483.5600000000
1987-07-22,108146.8300000000
1987-07-23,107949.3700000000
1987-07-24,108369.4000000000
1987-07-27,108472.0500000000
1987-07-28,109172.2000000000
1987-07-29,110233.4100000000
1987-07-30,111244.6000000000
1987-07-31,111697.8900000000
1987-08-03,112181.9800000000
1987-08-04,111640.8500000000
1987-08-05,112153.0100000000
1987-08-06,113338.2400000000
1987-08-07,113369.3300000000
1987-08-10,115130.7000000000
1987-08-11,117305.9200000000
1987-08-12,116780.2700000000
1987-08-13,117031.7100000000
1987-08-14,116581.4200000000
1987-08-17,116666.9400000000
1987-08-18,114937.1900000000
1987-08-19,115391.4100000000
1987-08-20,117520.0400000000
1987-08-21,118078.7700000000
1987-08-24,117087.4700000000
1987-08-25,118692.9400000000
1987-08-26,118236.7700000000
1987-08-27,117280.8100000000
1987-08-28,115690.3300000000
1987-08-31,117016.0600000000
1987-09-01,114671.5000000000
1987-09-02,113805.8000000000
1987-09-03,113524.5700000000
1987-09-04,111881.6100000000
1987-09-08,111241.1900000000
1987-09-09,111374.8300000000
1987-09-10,112553.3600000000
1987-09-11,114161.3500000000
1987-09-14,113954.4500000000
1987-09-15,112268.7900000000
1987-09-16,111071.3200000000
1987-09-17,111030.1200000000
1987-09-18,110936.7700000000
1987-09-21,109597.9700000000
1987-09-22,112935.7800000000
1987-09-23,113659.9300000000
1987-09-24,113282.6300000000
1987-09-25,113371.0500000000
1987-09-28,114933.6700000000
1987-09-29,114367.6100000000
1987-09-30,114590.0900000000
1987-10-01,116257.8400000000
1987-10-02,117021.8600000000
1987-10-05,117348.1300000000
1987-10-06,113935.2400000000
1987-10-07,113151.3100000000
1987-10-08,111187.8300000000
1987-10-09,110679.4600000000
1987-10-12,110074.3200000000
1987-10-13,111719.2100000000
1987-10-14,108280.9500000000
1987-10-15,105642.7800000000
1987-10-16,100463.8600000000
1987-10-19,83586.9300000000
1987-10-20,84140.5100000000
1987-10-21,91835.6800000000
1987-10-22,87697.5900000000
1987-10-23,87567.9200000000
1987-10-26,79526.7000000000
1987-10-27,82127.6700000000
1987-10-28,82378.4200000000
1987-10-29,86937.2000000000
1987-10-30,89664.7900000000
1987-11-02,91339.3200000000
1987-11-03,89151.7400000000
1987-11-04,88011.4900000000
1987-11-05,90147.4400000000
1987-11-06,89001.7700000000
1987-11-09,86324.7000000000
1987-11-10,84935.0300000000
1987-11-11,85782.5600000000
1987-11-12,88193.2200000000
1987-11-13,87530.3100000000
1987-11-16,88043.4500000000
1987-11-17,86420.1100000000
1987-11-18,87477.0000000000
1987-11-19,85138.8500000000
1987-11-20,86017.8200000000
1987-11-23,86633.4900000000
1987-11-24,88544.0200000000
1987-11-25,87797.8600000000
1987-11-27,86636.1800000000
1987-11-30,82497.7100000000
1987-12-01,83232.7100000000
1987-12-02,83913.2700000000
1987-12-03,80924.9900000000
1987-12-04,80149.8600000000
1987-12-07,82353.4900000000
1987-12-08,84821.6700000000
1987-12-09,86317.0600000000
1987-12-10,84887.2800000000
1987-12-11,85322.0100000000
1987-12-14,87544.0200000000
1987-12-15,87460.6500000000
1987-12-16,89401.6300000000
1987-12-17,87820.5800000000
1987-12-18,89967.2200000000
1987-12-21,90472.0200000000
1987-12-22,90792.2100000000
1987-12-23,92419.9900000000
1987-12-24,92432.9200000000
1987-12-28,89728.4300000000
1987-12-29,89471.0500000000
1987-12-30,90647.7400000000
1987-12-31,90118.4500000000
1988-01-04,93444.3300000000
1988-01-05,94375.7400000000
1988-01-06,94250.1300000000
1988-01-07,95170.5100000000
1988-01-08,88608.0900000000
1988-01-11,89888.5900000000
1988-01-12,88566.5700000000
1988-01-13,88101.4100000000
1988-01-14,88088.5800000000
1988-01-15,90405.4200000000
1988-01-18,90430.0100000000
1988-01-19,89499.4000000000
1988-01-20,86371.3600000000
1988-01-21,87018.4300000000
1988-01-22,88150.2500000000
1988-01-25,90039.2600000000
1988-01-26,88565.0400000000
1988-01-27,88051.0200000000
1988-01-28,89291.7200000000
1988-01-29,90431.9800000000
1988-02-01,89710.2800000000
1988-02-02,90013.1700000000
1988-02-03,88660.9900000000
1988-02-04,88972.6900000000
1988-02-05,88499.9800000000
1988-02-08,87947.8700000000
1988-02-09,89109.4100000000
1988-02-10,91066.6500000000
1988-02-11,90897.3600000000
1988-02-12,91534.7300000000
1988-02-16,92749.2300000000
1988-02-17,93042.4600000000
1988-02-18,92472.1900000000
1988-02-19,94060.5800000000
1988-02-22,95295.4000000000
1988-02-23,95232.0400000000
1988-02-24,95118.6500000000
1988-02-25,93993.6100000000
1988-02-26,93965.8300000000
1988-02-29,95962.7900000000
1988-03-01,95712.3600000000
1988-03-02,95915.3900000000
1988-03-03,95780.4600000000
1988-03-04,95697.5100000000
1988-03-07,96263.0300000000
1988-03-08,96882.2900000000
1988-03-09,96957.1800000000
1988-03-10,95283.5400000000
1988-03-11,95847.3900000000
1988-03-14,96388.4600000000
1988-03-15,95837.1200000000
1988-03-16,96608.8800000000
1988-03-17,97683.5800000000
1988-03-18,97933.5100000000
1988-03-21,97020.9500000000
1988-03-22,97091.7500000000
1988-03-23,97207.2000000000
1988-03-24,95784.0600000000
1988-03-25,94160.7600000000
1988-03-28,93833.0900000000
1988-03-29,94698.3100000000
1988-03-30,93920.3900000000
1988-03-31,94125.2900000000
1988-04-04,93419.9900000000
1988-04-05,94181.0300000000
1988-04-06,96825.3900000000
1988-04-07,97051.6200000000
1988-04-08,98160.8100000000
1988-04-11,98060.5600000000
1988-04-12,98505.6000000000
1988-04-13,98388.0900000000
1988-04-14,94252.4000000000
1988-04-15,94294.3600000000
1988-04-18,93909.3300000000
1988-04-19,93503.8500000000
1988-04-20,92926.7800000000
1988-04-21,93024.8700000000
1988-04-22,94383.2600000000
1988-04-25,95190.7300000000
1988-04-26,95600.7400000000
1988-04-27,95565.8800000000
1988-04-28,95156.4600000000
1988-04-29,95044.5700000000
1988-05-02,95073.1600000000
1988-05-03,95568.3800000000
1988-05-04,94745.4500000000
1988-05-05,94276.6300000000
1988-05-06,93843.9600000000
1988-05-09,93647.7200000000
1988-05-10,94188.6900000000
1988-05-11,92759.0000000000
1988-05-12,93233.9600000000
1988-05-13,94053.3300000000
1988-05-16,94671.9700000000
1988-05-17,93683.8900000000
1988-05-18,92172.1000000000
1988-05-19,92660.9000000000
1988-05-20,92776.6600000000
1988-05-23,91800.4400000000
1988-05-24,93019.4600000000
1988-05-25,93075.5100000000
1988-05-26,93494.8400000000
1988-05-27,93247.4000000000
1988-05-31,96563.0500000000
1988-06-01,98273.3800000000
1988-06-02,97667.3700000000
1988-06-03,98176.4900000000
1988-06-06,98064.2200000000
1988-06-07,97341.8500000000
1988-06-08,99377.7700000000
1988-06-09,98740.0000000000
1988-06-10,98907.1500000000
1988-06-13,98963.3500000000
1988-06-14,99920.3100000000
1988-06-15,99793.7100000000
1988-06-16,98163.8900000000
1988-06-17,98425.5800000000
1988-06-20,97722.5400000000
1988-06-21,98639.2000000000
1988-06-22,100060.4100000000
1988-06-23,99801.6600000000
1988-06-24,99381.4800000000
1988-06-27,98002.8100000000
1988-06-28,98928.8900000000
1988-06-29,98334.2900000000
1988-06-30,99413.1600000000
1988-07-01,98797.5600000000
1988-07-05,100043.2500000000
1988-07-06,98472.2600000000
1988-07-07,98405.6300000000
1988-07-08,97800.4200000000
1988-07-11,97973.9400000000
1988-07-12,97355.9900000000
1988-07-13,97830.7200000000
1988-07-14,98175.0600000000
1988-07-15,98579.1400000000
1988-07-18,98342.5400000000
1988-07-19,97839.3700000000
1988-07-20,98272.0600000000
1988-07-21,97230.9700000000
1988-07-22,96205.7600000000
1988-07-25,96479.6300000000
1988-07-26,96692.7100000000
1988-07-27,95861.6500000000
1988-07-28,96928.0900000000
1988-07-29,99065.5200000000
1988-08-01,99270.0000000000
1988-08-02,99087.3400000000
1988-08-03,99328.2200000000
1988-08-04,99086.6000000000
1988-08-05,98917.3900000000
1988-08-08,98506.9700000000
1988-08-09,97329.5100000000
1988-08-10,95754.8500000000
1988-08-11,95973.3600000000
1988-08-12,95794.7600000000
1988-08-15,94619.4400000000
1988-08-16,95140.3900000000
1988-08-17,95217.9000000000
1988-08-18,95325.2900000000
1988-08-19,95373.5500000000
1988-08-22,94352.3200000000
1988-08-23,94264.4000000000
1988-08-24,95699.3400000000
1988-08-25,94959.2600000000
1988-08-26,95186.8400000000
1988-08-29,96151.5700000000
1988-08-30,96336.9200000000
1988-08-31,95973.8600000000
1988-09-01,94861.9800000000
1988-09-02,97154.6000000000
1988-09-06,97742.3500000000
1988-09-07,97929.2200000000
1988-09-08,98076.4100000000
1988-09-09,98533.2200000000
1988-09-12,98168.5900000000
1988-09-13,98309.1300000000
1988-09-14,99074.3700000000
1988-09-15,98830.0200000000
1988-09-16,99818.9100000000
1988-09-19,99181.8400000000
1988-09-20,99487.6700000000
1988-09-21,99316.5600000000
1988-09-22,98872.5700000000
1988-09-23,99243.2100000000
1988-09-26,99126.1600000000
1988-09-27,98975.8400000000
1988-09-28,99450.5000000000
1988-09-29,100700.4700000000
1988-09-30,100889.8200000000
1988-10-03,100725.5800000000
1988-10-04,100890.0400000000
1988-10-05,101047.4100000000
1988-10-06,101259.8000000000
1988-10-07,103092.9100000000
1988-10-10,103166.8400000000
1988-10-11,102715.7600000000
1988-10-12,101317.2900000000
1988-10-13,101694.3200000000
1988-10-14,101867.7900000000
1988-10-17,102237.2400000000
1988-10-18,103544.7200000000
1988-10-19,102702.9700000000
1988-10-20,104208.8400000000
1988-10-21,104493.1900000000
1988-10-24,104180.5700000000
1988-10-25,104008.1900000000
1988-10-26,103722.1500000000
1988-10-27,102402.9400000000
1988-10-28,103490.0600000000
1988-10-31,103524.4300000000
1988-11-01,103745.8400000000
1988-11-02,103759.1200000000
1988-11-03,103865.8800000000
1988-11-04,102925.2200000000
1988-11-07,101620.9600000000
1988-11-08,102094.9100000000
1988-11-09,101493.4900000000
1988-11-10,101778.3900000000
1988-11-11,99643.6800000000
1988-11-14,99350.2700000000
1988-11-15,99778.5700000000
1988-11-16,98071.3600000000
1988-11-17,98453.1400000000
1988-11-18,99192.8000000000
1988-11-21,98885.3700000000
1988-11-22,99311.7400000000
1988-11-23,100564.3200000000
1988-11-25,100125.3700000000
1988-11-28,100323.0200000000
1988-11-29,101408.0800000000
1988-11-30,102280.4000000000
1988-12-01,102231.3400000000
1988-12-02,101965.3400000000
1988-12-05,103543.7400000000
1988-12-06,104177.6600000000
1988-12-07,104301.4900000000
1988-12-08,103601.2300000000
1988-12-09,103581.0100000000
1988-12-12,103515.7600000000
1988-12-13,102963.9000000000
1988-12-14,102722.2300000000
1988-12-15,102154.7400000000
